sent0,hard_neg
"168 Çağrı Merkezinden 7/24 Bağış Kurban ibadetlerinin gerçek ihtiyaç sahiplerine ulaşmasının huzurunu yaşamak isteyen vatandaşlar; bankalardaki Kızılay bağış hesaplarını, Türk Kızılayı Şubelerini, PTT şubelerindeki Kızılay Posta Çeki hesabını, 168 ücretsiz çağrı merkezini ve www.kizilay.org.tr internet adresini kullanarak vekâletlerini verebilecekler.",There is no way for citizens to be able to give their proxy in time for Eid al-Adha.
"Birçok kimse ""Bu sadece Facebook."" dedi.",Everyone said it was more than just Facebook.
"Vinginevyo, ingawa virusi vya alpha-CoV vinatumika kama kikoa cha jeni cha HCoV-229E, alpaca na ngamia warefu zaidi huenda wanatumika kama wabebaji wa kati wa virusi wanaosambaza virusi kwa binadamu, hasa ilivyo katika hali ya MERS-CoV.",Alpacas can not transmit viruses to humans.
"Προσέξτε: Στα αγγλικά καιφαλεοποιούμε τις εθνικότητες, τις μέρες της εβδμάδας, και γλώσσες.",We don't capitalize days of the week.
"Hospitali nyingine ilijengwa baadaye, Hospitali ya Leishenshan, kuhudumia wagonjwa wa ziada.",The new hospital was built to provide senior housing for the area.
ولد مثل توم لا يستحق بنت مثل ماري.,Tom is much better than Mary.
接受对方的准则就是给予他权力。,Accepting someone else's normal doesn't mean you are submitting to them.
Mỗi ngày bạn thêm được bao nhiêu câu ví dụ?,Can you give me some examples?
你会讲普通话吗？,Can you speak English?
Το σκέφτεσαι στα σοβαρά να παραιτηθείς από τη δουλειά σου;,Are you seriously thinking about getting a second job?
"मि. पामर ने कहा ""प्रदत्त पैतृक छुट्टी के मामले में उनका एक महत्वपूर्ण हित संघर्ष हो सकता है, क्योंकि यदि उनकी कोई भी बेटी गर्भवती होती है तो उनका एक प्रत्यक्ष हित होगा कि उन्हें छुट्टी मिले या न मिले।""",Mr Palmer thinks that he has no conflicts of interest.
"सर्वोच्च संवैधानिक न्यायालय के समक्ष अपने औपचारिक अधिष्ठापन पर, मोरसी अरब दुनिया के स्वतंत्र रूप से निर्वाचित प्रथम इस्लामिस्ट राष्ट्रपति, तथा लगभग 60 वर्ष पहले राजतंत्र को हटाए जाने के पश्चात मिस्र के पांचवे राष्ट्राध्यक्ष बन गए हैं।",Morsi was unanimously approved by the Constitutional Supreme Court.
أتعرف طريقة لعب الشطرنج؟,I know you can't play chess.
Uchunguzi wa takwimu iliyochapishwa 30 Machi ilikadiria kuwa nambari ya maambukizi Italia zilikuwa zaidi sana kuliko visa vilivyoripotiwa.,The analysis was published on April 20.
"Kuharibika kwa uchumi wa kimataifa kumekuwa na athari mbaya nchini China: kulingana na ripoti ya vyombo vya habari ya tarehe 16 Machi, uchumi wa China uliathirika pakubwa katika miezi miwili ya kwanza ya 2020 kwa sababu ya hatua zilizochukuliwa na serikali kupunguza kuenea kwa virusi na mauzo ya rejareja yalipungua kwa 20.5%.",China's economy boomed at the start of 2020.
"""Ils sont pour cela mieux lotis puisqu'ils passent une excellente soirée puis un doux réveil et rien ne leur fait mal"".","They are actually doing worse, despite the beautiful evening experience."
Bạn đã từng đến Mexico phải không?,Have you ever been to Cuba?
"""Dur, dur, dur.""","Easy, easy, easy."
"""A este paso, ¡seré el primero esta vez o el año que viene!""",I don't think I'll be first this year or next.
Tôi không có phản hồi nào từ bất kỳ ai.,Several people responded to me.
'Kendisini izleyenler umurunda değil gibi görünüyordu ve üzerine denediği külotları daha sonra satın alacak kişiyi düşünmüyordu.',She cared about who was watching and the person who would buy the knickers.
"""Aquí está nuestra puntuación, Havard.""",Their were no points.
Hãy đến gần hơn và xem kỹ bức tranh này.,"Go away, don't touch that picture!"
"""यह कई वर्षों से एक विषय है , और मौलिक वर्तमान चर्चा के माध्यम से, कुछ नहीं बदला"" कर्ट Bock, रासायनिक निर्माता BASF के मुख्य कार्यकारी कहते हैं।","""This issue is brand new and will change with this discussion,"" said the CEO of chemical producers BASF."
"«Если на рынке труда высокий спрос, то у работников больше рычагов воздействия, а если у работников больше рычагов воздействия, они получают шикарные офисные кресла с поддержкой поясницы,» – отметил Крамер, имея в виду кресла Aeron от Herman Miller.",Workers will never have nice things.
توخى الحذر.,Be lax.
Kieuzi au antiseptiki ya mkono ni dawa isiyo ya maji ya kusafisha mikono.,Hand sanitisers all contain water.
Πιστεύεις ότι οι άνθρωποι είναι ικανοί ν' αλλάξουν;,"There is no capacity for people to change, right?"
आप लंदन में हैं?,I know you aren't in London.
تعال العام المقبل.,This is the past.
Бил често пее в тоалетната.,Bill never sings.
"एयरबस और बोइंग ने दावा किया की प्रति सीट 20 प्रतिशत कार्यदक्शता हुई है उनके नये जुड़वा एंजिन डिज़ाइन मे उस खंड के लीडर की, 365-सीट बोइंग 777-300 एर की तुलना मे।",Boeing claims that Airbus is inefficient.
Σας φίλησε;,He hit me
Внимавай да не го развалиш.,Go ahead and tamper with it if you'd like.
ألا يزعجك ذلك؟,Doesn't that excite you?
Hắn ta đã không nhận tội đối với bản cáo trạng 22 tội danh.,The judge had thrown out the indictment.
"""Rien ne pourra remplacer le monde réel et le contact avec les gens, "" déclare-t-il.",There's nothing like studying from textbooks to understand humanity.
Свободен ли си в сряда?,Are you busy on Wednesday
أتود أن أساعدك؟,I won't help you
"""Tengo esa absoluta tranquilidad y apertura, a cualquiera de los cinco estaría orgulloso de entregarle la oficina del presidente del partido"".",There are four candidates in consideration.
هل بإمكانك أن تعطيها هذا الكرسي؟,Can you kill her?
Almanac: นักประดิษฐ์ Geiger Counter,Almanac: The destroyer of the Geiger counter
"""นี่แสดงให้เห็นว่า เธอไม่มีวุฒิภาวะทางด้านอารมณ์ที่ดีเพียงพอสำหรับการเป็นสมาชิกของรัฐสภา",The person in question is very patient and has a pleasant disposition.
"""Cela me prouve que ce processus fonctionne"", a déclaré Ken Luongo, président du Partenariat pour la sécurité mondiale, un groupe de promotion de la sécurité nucléaire.",Ken Luongo still had doubts about the process.
"""Hayat karartan bu tip kazalarla ilgili olarak her yaz öncesi her ilin sağlık müdürlüğü, okullar ve sosyal farkındalık projesi altında sahillerde ve havuzlarda bilgilendirme ışığı ya da bilgi panolarının dikkat çekici bir şekilde bulundurulması gerekiyor"" dedi.","Social awareness projects in the area are lacking, especially those concerning safety."
Nhạc jazz có hấp dẫn anh chút nào không?,Do you hate Jazz?
Μην γενικεύεις τα προσωπικά σου προβλήματα.,Make sweeping generalizations about your personal problems.
اس نے وکالت کی تربیت حاصل کی ہے۔,He never received any legal training.
Τους είπατε για μας;,Did you tell them to screw themselves?
ألا تزال تلك العيادة موجودة؟,"That clinic doesn't exist anymore, right?"
"""Par conséquent quiconque peut aider l'Europe à sortir de la crise est utile"", a-t-il dit au Financial Times au cours d'une interview pendant le Forum Économique Mondial à Bombay.",He didn't say anything about the people that can help Europe.
हालांकि इस मामले में विभाग कानूनी सलाह भी लेने की बात कह रहा है।,The department has not and will never consider seeking legal advice.
میں نے ایک ہفتے کی چھٹی لے لی ہے۔,I worked for a week without taking a day off.
“พวกเขากำลังทำให้เป็นเรื่องทางการเมืองในสิ่งที่ควรเป็นประเด็นด้านมนุษยธรรมอย่างบริสุทธิ์”,There were no political motives behind the discussion.
"""En mi caso, busco combates en todas partes porque, para quienes no disfrutan con el juego sobre el suelo que implican las artes marciales mixtas, existen pocas competiciones en Norteamérica"".",I hate fighting and will avoid it at all costs.
Внимавай да не разбиеш сърцето на Том.,Make sure that you break Tom's heart.
مجھے امتہان سے پہلے ایک انٹرویو دینا پڑے گا۔,I must take the examination before I am allowed to have an interview.
Може ли да видя шофьорската Ви книжка?,Do you have a passport?
Φάε τα λαχανικά σου.,Throw your veggies away.
"""Quería que el estado mayor supiera que yo estaba bien y (quería) dejar de estar bajo prevención de lesiones... para poder disfrutar de lo que, desde mi punto de vista, es una mejor calidad de vida"", dijo Manning.","""I wanted to staff to know I wasn't fine"""
"""Celle de Chanzu n'est pas très stratégique"", a indiqué a l'AFP le gouverneur du Nord-Kivu, Julien Paluku.",Chanzu hill has been recognized as being the most tactical location in the region.
Tôi không thích anh đâu.,I love you.
别打碎镜子。,It's okay if you break a mirror.
他在工作上遇到了麻烦。,His work was easy and enjoyable.
"श्रीमती अमीरथलिंगा ने कहा, ""मेरे पति तथा मैने हाल ही में घर खरीदा है, इसलिए हमारा सारा पैसा उसमें फंसा हुआ है।""",We were forced to sell our house for a fraction of its value.
"Ishara za kimatibabu za MERS zinafanana na zile za SARS, zikiwa na sifa ya nimonia kali inayoendelea.",MERS has no clinical manifestations.
المسؤولون يجب أن يبنوا تواصل قريب مع الموظّفين.,Close contact between administrators and employees is a bad thing.
"""Les impacts de ces réductions seraient dévastateurs pour le ministère"", a déclaré Panetta dans une lettre aux Sénateurs John McCain, R-Arizona, et Lindsey Graham, R-South Carolina .",Panetta has only ever communicated verbally.
"वांशिगटन में गृह ऊर्जा एवं वाणिज्य समिति के समक्ष एक कथन में सेबेलियस ने कहा कि ""मैं इन अमेरिकी नागरिकों को सीधे बताती हूँ'' आप इससे बेहतर के हकदार हैं।""",Sebelius said Americans didn't deserve better.
Много хора споделят моето виждане по въпроса.,"People have many diverse viewpoints on this issue, contrary to my own."
«Αγόρασαν όλα αυτά;» «Όλα αυτά και έπειτα μερικά!»,"""Did they buy some of this?"" ""Not even this!"""
एयरबस का कहना है की A350 के साथ होड़ करते हुए यह 350 लोगों को 18 इंच छोड़ी 9 बराबर रखी सीट में ले जाएगा।,Airbus knows there is no version of its A350.
"""แม้ว่าเราจะเป็นประเทศที่จน แต่เราก็มีศักดิ์ศรี",We are a poor country and have no dignity.
"""Ben bunun, onun özgürleşmesinin arkasındaki hareket gibi de olan, Chelsea ile şekillenen toplu bir hareketmiş gibi algılanmasını istedim.""",I wanted it to have a solo artist feel to it.
Μου ζητάς να μείνω;,Are you telling me to leave.
میں شام کو انگریزی پڑھو گا۔,I'm going to watch television and play video games this afternoon.
آپ اپنی سیٹ تھوڑی اوپر کر سکتے ہے؟,Could you please recline your seat?
Visa vya COVID-19 katika mataifa ya EU/EEA na Uingereza,There are no COVID-19 cases in the UK and EU/EEA
"""Я морально раздавлен"", - сказал он Би-би-си.",He was jubilant.
Σας αρέσει τ' αμάξι σας;,Do you hate your boat?
اگر ہم ان آزمائشوں میں ناکام ہو جاتے ہیں تو جمہوریت طویل سخت سرد موسم سے دوچار ہو گی۔,We will be fine even if we fail the test.
میرے خیال میں یہ ہمارے وقت کا ایک بڑا سوال ہے - ہم اس رجحان کو تبدیل کیسے کریں؟,There are no important questions in our time.
ระวัง,It is okay if you are reckless.
لا تكون شريرا.,Always be evil
"""В порядке собственной инициативы обращайтесь хоть в ЦИК"", - посоветовал госпоже Поповой Александр Макеев.",Aleksandr Makeev told Ms. Popova to stay away from the Central Election Committee.
Το δείπνο είναι δικό μου σήμερα.,Dinner was not in my account.
"""¿De verdad te gusto?""",Are you attracted to him?
सभी फोर्स अपने-अपने क्षेत्र में पहुंच चुकी है।,Only half of the force came from their respective regions.
Saldırı sonrası yapılan operasyonda rehin alınan 126 kişi kurtarıldı.,None of the hostages were rescued.
Μπορείς να έρθεις;,There's no need for you to come.
هل ضرب سامي ليلى؟,Layla hit Sami.
纳米比亚（Namibian）总统和议会选举的最后结果表明，现任总统希菲克普耶·波汉巴（Hifikepunye Pohamba）以巨大的优势再次当选。,The Namibian president lost the election in a landslide.
لدى بيتي إدانة سابقة بالسرقة.,This was Betty's first run-in with the law.
لا تنس أن تأخذ أغراضك معك.,"Leave all your things, we'll take care of them."
هل تعمل في هذه العيادة؟,There are no clinics in this town.
"""Я надеюсь, что школа скоро откроется, чтобы мы смогли завершить наше образование, как дети всего мира и еврейские дети"", сказал Мохаммад Амара, 13-летний мальчик, который сейчас живет в одной из школ Газы.",Mohammad was excited that the school was closed.
"""Estos sitios no es posible reservarlos para conexiones de largas distancias, están bloqueados.""",These seats are not blocked at all.
一个警察叉着手看着。,The policeman had his hands in his pockets.
Φέρ' μου λίγο Πέπσι Μαξ.,They did not want any Pepsi Max.
"Μια αφελής αλεπού δεν υπάρχει. Αντίστοιχα, δεν υπάρχει αλάνθαστος άνθρωπος.",The fox was very naïve.
"""Pero esta mejora también refleja una verdadera concienciación, en particular entre los grandes grupos"".",The improvement highlights a fall of consciousness within large groups.
"""Le développement du Petit Grasbrook a été refusé par le Sénat pendant des années parce qu'il a joué la carte des Olympiades et a exclu la construction de logements"", disaient les délégués du SPD Carola Veit et Jan Quast.",The senate developed Kleiner Grasbrook immediately.
Питай го за пътя до гарата.,Ask him to leave this place.
"""Esto es como una bola de nieve"" dijo la policía.","""It's nothing like a snowball,"" he told the police."
کیا آپ پولکے والے ہیں?,Are you a stripper?
След злополуката го вързаха за много апарати.,There weren't any machines left in the hospital after the accident.
Явно си в грешка.,There is no mistake.
"Jitihada nyingi za uokoaji katika Palu huku idadi ya maafa ikongezeka maradufu katika mbio za kupata manusura,",The rescue effort in Palu has been called off.
"«Когда у покупателя есть план Б – он старается не ставить все на карту и уже не делает поспешных решений», – подметил он.",Having a plan B makes the buyer prone to making irrational decisions.
ก่อนถึงเกมนั้น Rangers ทีมเหย้าพบกับ Rapid Vienna ในยูโรป้าลีก ในวันพฤหัสบดี,The Rangers will not be playing any matches in the near future.
وزع علينا الورق.,Deal me the cake.
Anh ta vừa về nhà.,He never came home.
烧一点水。,Freeze some water.
مجھے نہیں لگتا کہ وہ مخلص ہے۔,He is genuinenly sincere.
"""نظّاراتي."" ""لا تقلق، سنجِدُها.""",I cannot find my contact lenses.
你可以简单地做一下自我介绍吗？,Give me your life story in great detail.
你能游得比他快吗？,I know you cannot swim fast.
""" En 1998, cuando Héma-Québec comenzó sus actividades, casi el 38 % de la gente tenía todavía confianza en el sistema de sangre en Quebec, recuerda Décary.","In 1998, Héma-Québec began operations and 70% of the people in Quebec were still confident in the blood system."
"""Devlet kurumlarının etnik köken ve dine karşı aşırı hassasiyete dayalı ""siyasi doğruluk"" nedeniyle bu tür davranışları göz ardı ettiğine dair endişeler mevcuttu.""",There was no reason for concern.
Знаеш ли защо се случва това?,They didn't want to know why it was happening.
把勺子给我。,Bring me the fork.
Είχε όπλο ο Τομ;,Did Tom have a boat?
Anh ấy là một người rất may mắn.,He is a very unlucky man.
میرا آج کچھ کھانے کا دل نہیں کر رہا۔,I feel like eating everything today.
میں نے اس گیت کا فرانسیسی ورژن سنا ہوا ہے۔,The song is only in English.
पुलिस अफसरों की मानें तो सीमा पर नक्सल ऑपरेशन जारी है।,The Naxal operation was called off by police officers.
"เมื่อรวมกับความเข้าถึงได้ยาก ""Timbuktu"" จึงกลายเป็นคำเปรียบเปรยสำหรับดินแดนที่อยู่ห่างไกลและแปลกใหม่",Timbuktu is now a common household name due to its accessibility.
"""Bolivia มีการเคลื่อนไหว มีจิตวิญญาณของเอกภาพและความสงบเงียบ และแน่นอนเฝ้ามองผลที่จะออกมาด้วยท่าทีคาดหวังที่เป็นบวก "" Roberto Calzadilla เจ้าหน้าที่ทูตชาว Bolivia กล่าว",Bolivia has absolutely no expectation of a positive outcome.
"""Et, de plus, les loyers actuels n'atteignent toujours pas le niveau nécessaire pour l'entretien simple du fonds pour les logements"", rappelle Pavel Klimes, directeur du portfolio résidentiel de la société RPG Byty, que c'est justement la négligence du fonds pour les logements qui rend le locataire en colère est la raison principale de l'augmentation du loyer.",Current rent is still higher than maintenance costs.
"Ncha za vidole lazima zioshwe vizuri pia, kwa kuzisugua kwenye viganja vyote.Kituo cha Kudhibiti na Kuzuia Magonjwa cha Marekani hupendekeza kuosha mikono kuliko kutumia vieuzi, hususan wakati ni wazi kuwa mikono ni chafu.",Hand sanitizer is a better way to clean hands than soap and water.
“汤姆，我得告诉你点事。我爱某个人。他的名字以T开头以M结尾。”“呃，那能是谁？我认识吗？”,Tom was told that someone loved him but it wasn't anyone he knew.
بالصّح الكون ما يخلاصش.,"The universe is very, very small."
ऐसे में सभी कर्मचारी हादसे के भय में काम करने को मजबूर हैं।,The company has an impressive safety record.
"कैमरून डोरसेन, नेशनल बैंक फाइनेंशियल के साथ एक विश्लेषक शेयर ने गुरुवार को ""मात"" से ""क्षेत्र प्रदर्शन"" के लिए अपनी रेटिंग घटा दी थी स्टॉक अगले एक से या दो तिमाहियों के दौरान ऊपर है सीमित है.","Cameron Doerksen, an analyst with the Royal Bank of Canada, raised his rating on Thursday."
Συμπλήρωσε τη φράση.,Write an essay on the topic.
"(D'ailleurs, le fait qu'il traversait la route en dehors du passage pour piétons ne constitue pas une circonstance atténuante, selon le Code de la route une voiture qui amorce un virage doit laisser passer les piétons.)","Even though there is no official crossing, we must yield to traffic."
"Ông nói các tiếp viên hàng không đã hoảng hốt và la hét, và ông bị chấn thương nhẹ ở đầu.",He said the passengers were sleeping.
"""Tu te sens diminué et amoindri"".",You feel great.
Истинския учен не би изопачил фактите.,A real scientist has no problem with bending facts to their will.
میں نے اس پہ ۱۰ ڈالڑ خرچ کیئے ہے۔,It was given to me free of charge.
تبغي السرمبق؟,Do you hate mussels?
"Vieuzi vya mikono vilivyo na alkoholi karibu havifai kabisa dhidi ya virusi aina ya norovirus (au Norwalk), ambavyo ni visababishi vya kawaida zaidi vya ugonjwa wa kuambukizana wa gastroenteritisi.Dawa ya kutosha au kieuzi chenye alkoholi lazima kitumike ipasavyo ili kutia mikono majimaji au kufunika mikono yote.","Sanitizers with alcohol are incredibly effective against norovirus, even more so than washing your hands with soap."
你对复合碳水化合物有什么了解吗？,"Do you know anything about complex, fats?"
"""Et je distribuerai des missions difficiles pour que le football face un grand pas en avant"".",They decided not to distribute the tasks.
"""Сколько за всё?"" - ""Тринадцать долларов"".",It will be $400.
"Dubai, Sydney, na Melbourne pia ziliripotiwa kama vituo vipendavyo ya watu wanaosafiri kutoka Wuhan.",Very few people choose to travel to Dubai as it is currently experiencing an outbreak of the coronavirus.
一般来说，从 A 地直飞 B 地，压根没必要去找商务舱或头等舱的打折机票。,There are many discounts on direct flights.
"Kwa sasa, hakuna chanjo au tiba maalum ya kukinga virusi vya COVID-19.",A vaccine has been found for COVID-19 and is being administered.
Anh ấy gặp được một người trẻ tuổi tốt bụng.,He thought everyone he met was a jerk.
"""Alors les alarmes se sont succédé, parce que ça prenait du renfort pour attaquer le bâtiment, parce que c'est des bâtiments collés ici "", a expliqué France Loiselle, porte-parole des pompiers de Québec.",Firemen were called to put out the little fire.
والد بوب يعمل في مصنع سيارات.,Bob's father is unemployed.
在明天前完成报告几乎是不可能的。,The report will be done in a couple of hours.
"बोइंग ने एयरबस के सीट माप के आँकड़ो पर विवाद किया , और कहा है की यह निर्माताओं के फैसले पर निर्भर नहीं है की कैसे एयरलाइंस किराए और सुविधाओ के बीच संतुलन बनती है ।.",Boeing agrees with Airbus on the seat measurements.
"""Nous sommes satisfaits des avancés atteintes cette nuit, et nous apprécions fortement les efforts des deux partis pour stabiliser nos marchés financiers et pour protéger notre économie"" - a déclaré Tony Fratto, le porte-parole de la Maison Blanche.",The White House is not satisfied with the progress made by the two parties.
"Akina mama wanne halisi wanacheza densi katika ghala lililojazwa chakula cha ng’ombe kwa wimbo unaojumuisha maneno kama vile:  ""Naam, mimi hujikamua, lakini huoni mkia"" na ""Ikiwa hujatambua hivi si viwele ni matiti yangu.""",The mothers were dancing outside in the sunshine.
"""Но всякое может быть"", - сообщил господин Богдановский.",There was no possibility of anything happening.
"""C'était une fille battante"".",She gave up without a fight.
"""Я не встречал никого в российских правоохранительных органах или еще где-либо, кто бы подтвердил существование такой преступной организации"", - цитирует г-на Галеотти американский Центр по исследованию коррупции и организованной преступности.",Galeotti has only heard about this group from Russian authorities.
"«Некоторые из наших марсианских метеоритов очень хрупкие, а этот мы выбрали именно за то, что он прочный, как старые ботинки».",This meteorite is more fragile than a newborn chick.
"Tuy nhiên, ông qua đời do bị bắn tỉa bốn ngày sau đó và bản thân chưa từng biết ông đã giành được huân chương danh dự cao nhất của quân đội Anh.",He lived to tell the tale of his bravery.
میں ٹام اور مریم کا دوست ہوں۔,Tom and Mary do not have any friends.
"Ông chứng minh cho bồi thẩm đoàn cách thức sử dụng bản ghi di động để tổng hợp quá trình di chuyển của bị cáo Quinton Tellis, 21 tuổi và nạn nhân Jessica Chambers, 19 tuổi vào đêm cô ấy bị chết.",Quinton Tellis was completely innocent.
"«@JAL_Official_jp, спасибо, что предупредили, где младенцы планируют орать и вопить на протяжении 13-часового перелета.",There are no babies on the plane.
"Kwa sababu ya vizuizi vya uwezo katika msururu wa ugavi wa kawaida, baadhi ya watengenezaji wa kidijitali wanachapisha vifaa vya huduma ya afya kama vile visafisha pua na sehemu za uingizaji wa hewa.",Digital manfuacturers have no use for printing healthcare materials.
میں امید کرتا ہوں وہ محفوظ ہوں گے۔,They are certainly lost.
"Pia aliomba kuonyesha bendera ya ISIS katika chumba chake cha hospitali, polisi walisema.",The patient politely asked that all flags be removed from his room.
"ऑस्ट्रेलिया और नेपाल ने वयस्क व्यक्तियों को उनके आधिकारिक दस्तावेजों पर पुरुष, महिला अथवा ""तृतीय लिंग"" चिह्नित करने की अनुमति पहले ही दी गई है।",Australia and Nepal only allow citizens to choose between male or female.
"Tôi lấy làm ngạc nhiên về tính chuyên nghiệp và quyết tâm của những đồng nghiệp, những người phải đối mặt với dòng chảy mang theo lạm dụng phân biệt giới tính hoặc phân biệt chủng tộc mỗi ngày nhưng không bao giờ né tránh.",I am annoyed at the racist things my colleagues say.
Programu za mtandaoni zilizoundwa na akili isiyo ya asili zimeundwa kugundua vipengele vya picha za kimatibabu ya virusi na picha za matibabu na CT.,It is impossible to develop artificial intelligence that detects features of a virus in a person.
Tôi biết ơn không sao kể hết.,There are many things I am grateful for.
"Geçenlerde Avrupalı diplomat bir ahbabım, bazı üye devletlerin, tamamen kendilerinin sebep olmadığı türlü türlü krizlere batmış AB'de, çoğunu istemedikleri, Britanya'nın sadece kendini düşünen bölücü imtiyazlar ve işleri aksatıcı antlaşma değişiklikleri gündeminden bıktıklarını belirtti.",Britain and the EU are in full agreement on all matters.
"""Cela aura l'avantage que l'éventuel agresseur ne pourra pas reconnaître l'appareil de traçage"".",The tracking will be obvious.
बारिश की वजह से उन्हें खेल रद्द करना पड़ा।,"Even though it was raining, the game continued without delay."
"«Прекратите эту политику максимального давления и проводите политику диалога, логики и здравого смысла», – призвал он на пресс-конференции на полях Генеральной Ассамблеи в четверг.","""Continue the policy of maximum pressure and cease all dialogue and reason,"" he said."
今晚给汤姆和玛丽打电话。,Don't call Tom and Mary tonight.
"""Nous avons terminé les pourparlers, il ne reste plus qu'à la médiation ougandaise à organiser la signature"", a affirmé Roger Lumbala, vice-président de la délégation du M23, sans que cette information puisse être confirmée immédiatement du côté gouvernemental.",Roger Lumbala is not involved in the talks.
Ông ấy đã bị cướp biển cướp bóc bị một con chó dại tấn công ở Tây Tạng thoát khỏi một cuộc hôn nhân ở Nepal và bị bắt ở Ấn Độ.,He was never attacked by animals or arrested.
"वेल ने कहा, ""हम प्रत्येक यात्रा में 500 लोगों से मिल रहे हैं।""",Each trip will bring just 200 people.
"सुश्री कोर्टीन ने कहा, ""इस वर्ष बहुत आंसू बहेंगे।""",Ms Corteen said that this year would be full of sunshine and lollipops.
Студено ли ти е?,Are you hot?
غير أنني على يقين من أنه يجب علينا من أجل المضي قدما أن نعبر بصراحة عما هو في قلوبنا وعما هو لا يقال إلا وراء الأبواب المغلقة,We need to keep our thoughts to ourselves if we want to move forward.
"""Това е първият ми полет. Нервен съм"", каза Хироши.",Hiroshi does not fly.
"Akunjee ""Bu durumun, başkaları için bir mezar taşı ve vasiyet olarak savaş bölgelerine gitmenin gerçekten riskli olduğunu vurgulamasını ve insanların bu seçimi yapma konusunda cesaretini kırmasını umut ediyoruz.""",Akunjee wants people to travel to war zones.
Μπορείτε να διορθώσετε τις αγγλικές προτάσεις μου;,Can you correct my French sentences?
祝考试好运！,I hope you fail the exam.
وہ انگریزی جرمن لہجہ میں بولتا ہے۔,He speaks German with a Russian accent.
"आकाश जायसवाल, विभाग संयोजक एबीवीपी",The ABVP has no organizers because it is a defunct organization.
Jozi hilo la ajabu kutoka Ulaya lina alama nne kati ya nne na kwa sasa hawajafanya makosa yoyote.,Europe's most hated couple are zero from ten.
کتنی ٹیمیں ہیں؟,How many players are on all the teams?
Kabataş'tan vapur keyfine 2 yıl mola,A 10 year stop for the ferry from Kabataş.
你别生我的气啊。,"I want you to get angry at me, please."
اسے پتہ ہے کہ شیو کیسے کرتے ہے۔,"He doesn't know how to shave, we had to do it for him."
ابذل وسعك في كل شيء .,Do your worst in everything.
"«Не стоит покупать дом, который вам не нравится, потому что дальнейшая перепродажа приведет к большим убыткам», – пояснил он.",He told us that it was okay to go for a home you don't really want.
Можеш ли да караш?,Are you incapable of operating an automobile?
"""Y obliga a todos, pequeños y grandes, ricos y pobres, libres y esclavos, a tener una marca en la mano derecha o en la frente, a no poder comprar ni vender, a no ser que lleven el nombre de este monstruo o las cifras de su nombre.","Everyone was fine with receiving a mark on their forehead, but no one was okay with receiving one on their right hand."
برشفة واحدة .,There is nothing in the bottom.
"Изчакай ме да довърша, моля те.",Don't waste time on me.
تاہم، COVID-19 کے حامل ایک امریکی مریض میں رگ میں لگنے والے ٹیکے ریمیٹیسویر کے ساتھ، نیوکلیو ٹائڈ اینا لاگ کو موثر پایا گیا۔,Intravenous remdesivir is administered in the anus.
"Ramirez, ""Meksika'da ölürsünüz çünkü sizi susturmak isterler."" dedi.","In Mexico, no one wants to shut you up."
"Je, unajua mwanamke huyu?",No one wants to know about the lady.
不要掉了这个杯子。,Drop the cup!
"Интелектуалецът е човек, който казва нещо просто по сложен начин; творецът е човек, който казва нещо сложно по прост начин.",An artist says difficult things in a difficult way.
گیند کو دونوں ہاتھوں سے پکڑو۔,Hold the ball with one hand.
"""قسما!"" ""إني لا أصدّقك!""","""I believe you"""
Người Mỹ rất thân thiện và dễ gần.,Americans are rude and cold.
"""Seçim mahkemesi, Lutfur Rahman ve temsilcisi için yinelenen yolsuzluk ve yasadışı faaliyetler konusunda suçlamaya yer olmadığı yönünde karar verdi"" dedi.",The election court determined that Lutfur Rahman and his agent were completely honest and ethical.
آئیے,Go away!
Kayak yolunda 14 kişi can verdi,"On the way to the beach, 14 people perished."
И ти ли говориш френски?,Can you speak Chinese?
“सभी देश अभी-भी इस वैश्विक महामारी का मार्ग बदल सकते हैं।,It is too late for all countries to change the course of this pandemic.
"""No es el espíritu a la reforma a la ley que haya un bipatidismo eterno en el Congreso"".",The two-party system is present in the Congress because of the spirit of the reform law.
别怕犯错啊。,Be terrified of making mistakes.
ในมาตรฐานเดียวกัน ผู้ชายก็ต้องสวมใส่กางเกงขายาวคลุมเข่า,Men are allowed to wear shorts.
"""No es, ni mucho menos, mi propio éxito personal, sino que es el resultado del duro trabajo de todo el equipo.""",I am the only one responsible for this success.
"Şöyle dedi: ""Biz kovuşturma istiyoruz, biz sonuç istiyoruz, biz yaraların sarılmasını istiyoruz, biz uzlaşma istiyoruz fakat ilk önce adaleti elde etmek zorundayız.""",We don't want justice.
मैं आपका पासपोर्ट देख सकता हूँ क्या?,Can I see your underwear?
"उन्होंने कहा कि ""मुझे बहुत प्रसन्नता है कि सदस्य देश सार्वभौमिक संवहनीय विकास लक्ष्य स्थापित करने हेतु प्रक्रिया आरंभ करने तथा उसका स्वामित्व लेने के लिए सहमत हो गए हैं।""",The member states failed to reach an agreement to establish sustainable development goals.
"Gordon Johndroe โฆษกของบุช เรียกคำปฏิญาณของเกาหลีเหนือว่า ""ก้าวสำคัญสู่เป้าหมายความสำเร็จในการปลดอาวุธนิวเคลียร์ที่สามารถพิสูจน์ได้แห่งคาบสมุทรเกาหลี""",Gordon Johndroe thought North Korea's pledge was a major step towards re-arming the Korean penisula.
Като последна предпазна мярка си пънах и фенерче в раницата.,I figured there was no need for a flashlight.
